repository_language,date,activity
Perl,2012-11,41911
VimL,2012-11,38541
Scala,2012-11,25735
CoffeeScript,2012-11,23946
Haskell,2012-11,18011
Emacs Lisp,2012-11,16116
Go,2012-11,15517
Lua,2012-11,15423
Clojure,2012-11,13271
Erlang,2012-11,12318
ActionScript,2012-11,9313
Groovy,2012-11,8761
Puppet,2012-11,8060
R,2012-11,8053
OCaml,2012-11,4382
D,2012-11,3916
Common Lisp,2012-11,3831
Matlab,2012-11,3619
Dart,2012-11,3432
Racket,2012-11,2877
Arduino,2012-11,2601
Visual Basic,2012-11,2448
Assembly,2012-11,2429
ASP,2012-11,2188
Delphi,2012-11,2065
ColdFusion,2012-11,2040
Rust,2012-11,1952
HaXe,2012-11,1889
FORTRAN,2012-11,1816
F#,2012-11,1751
Scheme,2012-11,1691
PowerShell,2012-11,1520
Julia,2012-11,1494
Verilog,2012-11,1071
Prolog,2012-11,1034
VHDL,2012-11,996
Apex,2012-11,750
Elixir,2012-11,713
Vala,2012-11,667
OpenEdge ABL,2012-11,611
Smalltalk,2012-11,601
Tcl,2012-11,524
AutoHotkey,2012-11,409
Objective-J,2012-11,370
Coq,2012-11,349
Standard ML,2012-11,334
Eiffel,2012-11,306
XQuery,2012-11,266
Dylan,2012-11,196
SuperCollider,2012-11,194
Pure Data,2012-11,189
Ada,2012-11,172
Parrot,2012-11,170
Boo,2012-11,169
AppleScript,2012-11,160
DCPU-16 ASM,2012-11,159
Kotlin,2012-11,145
ooc,2012-11,137
Logtalk,2012-11,110
Scilab,2012-11,107
Arc,2012-11,89
Nemerle,2012-11,83
Nu,2012-11,82
Factor,2012-11,80
Rebol,2012-11,75
Augeas,2012-11,65
Io,2012-11,57
Opa,2012-11,52
Ceylon,2012-11,41
Gosu,2012-11,35
Nimrod,2012-11,28
Bro,2012-11,24
Max,2012-11,23
Ecl,2012-11,22
Ioke,2012-11,18
Self,2012-11,11
Fancy,2012-11,9
Mirah,2012-11,9
Turing,2012-11,4
Fantom,2012-11,2
eC,2012-11,2
JavaScript,2012-10,700321
Java,2012-10,389774
Ruby,2012-10,382464
Python,2012-10,318922
PHP,2012-10,298242
C,2012-10,186208
C++,2012-10,162767
Objective-C,2012-10,87037
Shell,2012-10,85943
C#,2012-10,68838
Perl,2012-10,41026
VimL,2012-10,37763
Scala,2012-10,23717
CoffeeScript,2012-10,23084
Go,2012-10,17316
Emacs Lisp,2012-10,16758
Clojure,2012-10,15144
Haskell,2012-10,14884
Lua,2012-10,14045
Erlang,2012-10,10695
Puppet,2012-10,8407
ActionScript,2012-10,8332
Groovy,2012-10,8189
R,2012-10,7787
D,2012-10,5065
OCaml,2012-10,4503
Common Lisp,2012-10,4060
Dart,2012-10,3171
Matlab,2012-10,2962
Arduino,2012-10,2435
Visual Basic,2012-10,2429
Assembly,2012-10,2371
Rust,2012-10,2304
HaXe,2012-10,2303
Delphi,2012-10,2254
Scheme,2012-10,2064
Racket,2012-10,2050
FORTRAN,2012-10,1923
ASP,2012-10,1827
PowerShell,2012-10,1818
ColdFusion,2012-10,1593
F#,2012-10,1587
Julia,2012-10,1247
Prolog,2012-10,1231
Elixir,2012-10,1030
Verilog,2012-10,1025
VHDL,2012-10,676
OpenEdge ABL,2012-10,638
Vala,2012-10,512
Coq,2012-10,489
AutoHotkey,2012-10,465
Smalltalk,2012-10,460
Tcl,2012-10,454
Apex,2012-10,430
Factor,2012-10,383
Standard ML,2012-10,294
Objective-J,2012-10,247
Eiffel,2012-10,237
Parrot,2012-10,232
Ada,2012-10,221
DCPU-16 ASM,2012-10,195
Pure Data,2012-10,192
AppleScript,2012-10,173
SuperCollider,2012-10,158
Kotlin,2012-10,151
Opa,2012-10,148
XQuery,2012-10,138
Nemerle,2012-10,136
Scilab,2012-10,103
Logtalk,2012-10,96
Dylan,2012-10,91
Boo,2012-10,85
Gosu,2012-10,64
Nu,2012-10,59
Io,2012-10,48
Ceylon,2012-10,47
Augeas,2012-10,46
Ecl,2012-10,46
Nimrod,2012-10,43
Fancy,2012-10,40
Rebol,2012-10,38
Bro,2012-10,32
Max,2012-10,29
Turing,2012-10,27
Arc,2012-10,26
Ioke,2012-10,26
Fantom,2012-10,10
ooc,2012-10,8
Mirah,2012-10,6
Self,2012-10,2
JavaScript,2012-09,837967
Ruby,2012-09,457201
Java,2012-09,413953
Python,2012-09,382658
PHP,2012-09,367453
C,2012-09,214866
C++,2012-09,191490
Objective-C,2012-09,103023
Shell,2012-09,100725
C#,2012-09,80334
Perl,2012-09,63455
VimL,2012-09,52538
CoffeeScript,2012-09,29442
Scala,2012-09,29268
Emacs Lisp,2012-09,23091
Lua,2012-09,22951
Go,2012-09,20304
Haskell,2012-09,18959
Clojure,2012-09,16681
ActionScript,2012-09,10699
Erlang,2012-09,10186
R,2012-09,9129
Groovy,2012-09,8992
Puppet,2012-09,8182
OCaml,2012-09,5126
D,2012-09,4277
Common Lisp,2012-09,4240
Arduino,2012-09,3491
Matlab,2012-09,3308
Visual Basic,2012-09,3116
Rust,2012-09,2858
Delphi,2012-09,2576
Dart,2012-09,2494
ColdFusion,2012-09,2327
Scheme,2012-09,2200
Assembly,2012-09,2014
HaXe,2012-09,1959
Racket,2012-09,1771
FORTRAN,2012-09,1757
PowerShell,2012-09,1704
ASP,2012-09,1632
Prolog,2012-09,1356
F#,2012-09,1344
Julia,2012-09,1248
Elixir,2012-09,1110
Factor,2012-09,1052
Vala,2012-09,913
Smalltalk,2012-09,882
Verilog,2012-09,855
VHDL,2012-09,847
OpenEdge ABL,2012-09,820
Tcl,2012-09,647
Apex,2012-09,606
Coq,2012-09,522
Objective-J,2012-09,470
AutoHotkey,2012-09,465
Nemerle,2012-09,392
Parrot,2012-09,337
XQuery,2012-09,316
Standard ML,2012-09,315
Scilab,2012-09,249
Dylan,2012-09,239
Rebol,2012-09,205
Eiffel,2012-09,189
Pure Data,2012-09,188
Ada,2012-09,179
Kotlin,2012-09,167
AppleScript,2012-09,162
SuperCollider,2012-09,151
DCPU-16 ASM,2012-09,125
Nu,2012-09,99
Fancy,2012-09,79
Logtalk,2012-09,78
Io,2012-09,58
Gosu,2012-09,55
Nimrod,2012-09,51
Arc,2012-09,48
Ioke,2012-09,46
Opa,2012-09,38
Fantom,2012-09,33
Boo,2012-09,27
Bro,2012-09,23
Ceylon,2012-09,23
Mirah,2012-09,21
Augeas,2012-09,19
Turing,2012-09,14
Max,2012-09,14
Ecl,2012-09,9
ooc,2012-09,2
Self,2012-09,1
Max/MSP,2012-09,1
JavaScript,2012-08,1699524
Ruby,2012-08,917982
Java,2012-08,826824
Python,2012-08,755514
PHP,2012-08,724100
Perl,2012-08,427772
C,2012-08,418088
C++,2012-08,395540
Objective-C,2012-08,225870
Shell,2012-08,193652
C#,2012-08,160024
VimL,2012-08,101630
CoffeeScript,2012-08,66032
Scala,2012-08,63674
Emacs Lisp,2012-08,45658
Clojure,2012-08,38864
Lua,2012-08,38448
Haskell,2012-08,38438
Go,2012-08,36036
ActionScript,2012-08,25204
Erlang,2012-08,21782
R,2012-08,17556
Puppet,2012-08,17414
Groovy,2012-08,16270
OCaml,2012-08,9052
D,2012-08,8510
Common Lisp,2012-08,7824
HaXe,2012-08,6726
Rust,2012-08,6300
Racket,2012-08,5716
Matlab,2012-08,5262
Arduino,2012-08,5026
ColdFusion,2012-08,4720
AutoHotkey,2012-08,4660
Delphi,2012-08,4648
Visual Basic,2012-08,4502
Dart,2012-08,4132
Assembly,2012-08,4124
Scheme,2012-08,4042
FORTRAN,2012-08,4038
ASP,2012-08,3296
Julia,2012-08,3216
F#,2012-08,3178
PowerShell,2012-08,2936
Prolog,2012-08,2296
Factor,2012-08,1826
VHDL,2012-08,1714
Vala,2012-08,1624
Apex,2012-08,1458
Elixir,2012-08,1272
Objective-J,2012-08,1246
Verilog,2012-08,1140
Nemerle,2012-08,1096
Tcl,2012-08,960
Smalltalk,2012-08,934
Dylan,2012-08,834
Standard ML,2012-08,786
Parrot,2012-08,772
Coq,2012-08,740
OpenEdge ABL,2012-08,624
ooc,2012-08,498
Scilab,2012-08,484
XQuery,2012-08,416
Eiffel,2012-08,400
Gosu,2012-08,358
SuperCollider,2012-08,354
Kotlin,2012-08,298
AppleScript,2012-08,280
Pure Data,2012-08,226
Nimrod,2012-08,222
Opa,2012-08,218
Ada,2012-08,208
Io,2012-08,198
Bro,2012-08,186
Augeas,2012-08,120
Boo,2012-08,114
Fancy,2012-08,108
DCPU-16 ASM,2012-08,104
Rebol,2012-08,102
Arc,2012-08,102
Turing,2012-08,86
Logtalk,2012-08,78
Ceylon,2012-08,76
Ioke,2012-08,76
Max,2012-08,46
Nu,2012-08,40
Fantom,2012-08,32
Mirah,2012-08,30
Self,2012-08,10
Max/MSP,2012-08,4
eC,2012-08,2
JavaScript,2012-07,1069884
Ruby,2012-07,637808
Java,2012-07,562892
Python,2012-07,518194
PHP,2012-07,494620
C,2012-07,294538
C++,2012-07,276468
Shell,2012-07,162394
Objective-C,2012-07,160130
C#,2012-07,110762
VimL,2012-07,74144
Perl,2012-07,68928
CoffeeScript,2012-07,43528
Scala,2012-07,40200
Emacs Lisp,2012-07,30368
Clojure,2012-07,26106
Haskell,2012-07,26088
Go,2012-07,21222
Lua,2012-07,20284
Erlang,2012-07,17268
ActionScript,2012-07,14604
Groovy,2012-07,13656
R,2012-07,11774
Puppet,2012-07,11046
D,2012-07,8670
Matlab,2012-07,6014
OCaml,2012-07,5844
Common Lisp,2012-07,4790
Rust,2012-07,4460
HaXe,2012-07,4430
Arduino,2012-07,3984
ColdFusion,2012-07,3840
ASP,2012-07,3664
Delphi,2012-07,3000
Scheme,2012-07,2970
Visual Basic,2012-07,2936
Assembly,2012-07,2754
FORTRAN,2012-07,2572
Racket,2012-07,1992
Julia,2012-07,1898
F#,2012-07,1796
PowerShell,2012-07,1714
Dart,2012-07,1654
Factor,2012-07,1432
Objective-J,2012-07,1418
Smalltalk,2012-07,1376
Prolog,2012-07,1370
Vala,2012-07,1240
Tcl,2012-07,960
Verilog,2012-07,922
Elixir,2012-07,866
Standard ML,2012-07,858
Coq,2012-07,732
VHDL,2012-07,704
AutoHotkey,2012-07,700
DCPU-16 ASM,2012-07,698
Apex,2012-07,662
Parrot,2012-07,512
Kotlin,2012-07,508
Nemerle,2012-07,504
Scilab,2012-07,502
SuperCollider,2012-07,462
Eiffel,2012-07,404
Nimrod,2012-07,392
OpenEdge ABL,2012-07,356
XQuery,2012-07,324
Ada,2012-07,262
Pure Data,2012-07,260
Opa,2012-07,210
Gosu,2012-07,156
Arc,2012-07,146
Augeas,2012-07,142
Io,2012-07,130
Turing,2012-07,128
Self,2012-07,76
Dylan,2012-07,68
Boo,2012-07,66
Ioke,2012-07,56
Ceylon,2012-07,26
Fancy,2012-07,24
Rebol,2012-07,22
Bro,2012-07,20
Nu,2012-07,16
ooc,2012-07,16
Mirah,2012-07,10
Fantom,2012-07,8
Max/MSP,2012-07,6
eC,2012-07,4
Logtalk,2012-07,4
JavaScript,2012-06,1258832
Ruby,2012-06,746947
Java,2012-06,653973
Python,2012-06,580134
PHP,2012-06,549347
C,2012-06,398599
C++,2012-06,320860
Objective-C,2012-06,152486
Shell,2012-06,148500
C#,2012-06,129820
Perl,2012-06,79690
VimL,2012-06,73128
Scala,2012-06,52267
CoffeeScript,2012-06,50168
Emacs Lisp,2012-06,31458
Haskell,2012-06,29187
Clojure,2012-06,28221
Erlang,2012-06,22336
Lua,2012-06,19026
Groovy,2012-06,17314
ActionScript,2012-06,17274
Go,2012-06,16345
R,2012-06,12730
Puppet,2012-06,11418
Matlab,2012-06,10600
D,2012-06,8294
Common Lisp,2012-06,6566
OCaml,2012-06,5941
HaXe,2012-06,4712
Rust,2012-06,4652
Assembly,2012-06,4411
Delphi,2012-06,4149
ColdFusion,2012-06,4042
Arduino,2012-06,3793
Visual Basic,2012-06,3417
FORTRAN,2012-06,3219
Scheme,2012-06,2884
PowerShell,2012-06,2609
VHDL,2012-06,2524
Racket,2012-06,2475
Vala,2012-06,2378
ASP,2012-06,2303
Smalltalk,2012-06,2302
Prolog,2012-06,2091
F#,2012-06,2035
Julia,2012-06,1935
Dart,2012-06,1802
Objective-J,2012-06,1557
Tcl,2012-06,1275
Verilog,2012-06,1244
Coq,2012-06,1229
Elixir,2012-06,1134
AutoHotkey,2012-06,809
Eiffel,2012-06,752
Ada,2012-06,738
Scilab,2012-06,736
Mirah,2012-06,643
Parrot,2012-06,643
Standard ML,2012-06,590
DCPU-16 ASM,2012-06,552
XQuery,2012-06,529
Factor,2012-06,522
Apex,2012-06,505
Kotlin,2012-06,408
OpenEdge ABL,2012-06,392
SuperCollider,2012-06,381
Nemerle,2012-06,360
Pure Data,2012-06,334
Nimrod,2012-06,244
ooc,2012-06,243
Io,2012-06,159
Rebol,2012-06,140
Max/MSP,2012-06,128
Opa,2012-06,127
Self,2012-06,124
Arc,2012-06,121
Turing,2012-06,106
Dylan,2012-06,99
Fancy,2012-06,93
Gosu,2012-06,71
Boo,2012-06,68
Ioke,2012-06,57
Augeas,2012-06,52
Bro,2012-06,26
Nu,2012-06,10
JavaScript,2012-05,1527927
Ruby,2012-05,973101
Java,2012-05,904101
Python,2012-05,732684
PHP,2012-05,690879
C,2012-05,449673
C++,2012-05,395853
Objective-C,2012-05,213576
Shell,2012-05,199563
C#,2012-05,169947
Perl,2012-05,104430
VimL,2012-05,94344
Scala,2012-05,66987
CoffeeScript,2012-05,60087
Haskell,2012-05,40710
Clojure,2012-05,37086
Emacs Lisp,2012-05,36285
Erlang,2012-05,28053
Groovy,2012-05,23844
ActionScript,2012-05,23577
Lua,2012-05,23376
Go,2012-05,21825
Matlab,2012-05,18069
R,2012-05,15366
Puppet,2012-05,15060
Tcl,2012-05,11859
D,2012-05,11508
OCaml,2012-05,10074
Common Lisp,2012-05,8097
Assembly,2012-05,6249
Delphi,2012-05,5064
ColdFusion,2012-05,5034
Scheme,2012-05,4986
HaXe,2012-05,4362
Arduino,2012-05,4251
Julia,2012-05,4011
Rust,2012-05,3945
FORTRAN,2012-05,3789
Racket,2012-05,3549
Visual Basic,2012-05,3435
PowerShell,2012-05,3300
Dart,2012-05,3249
Prolog,2012-05,3006
ASP,2012-05,2847
VHDL,2012-05,2772
F#,2012-05,2622
Smalltalk,2012-05,2439
Vala,2012-05,1755
Verilog,2012-05,1668
Elixir,2012-05,1539
Objective-J,2012-05,1500
Apex,2012-05,1353
DCPU-16 ASM,2012-05,1320
Standard ML,2012-05,1053
AutoHotkey,2012-05,996
Ada,2012-05,933
Coq,2012-05,885
OpenEdge ABL,2012-05,828
Scilab,2012-05,771
Parrot,2012-05,750
Nemerle,2012-05,738
Eiffel,2012-05,735
XQuery,2012-05,684
SuperCollider,2012-05,666
Factor,2012-05,666
Pure Data,2012-05,657
Io,2012-05,621
Kotlin,2012-05,465
Nimrod,2012-05,405
Dylan,2012-05,387
ooc,2012-05,363
Opa,2012-05,231
Boo,2012-05,183
Fancy,2012-05,165
Mirah,2012-05,162
Turing,2012-05,114
Gosu,2012-05,102
Arc,2012-05,102
Max/MSP,2012-05,99
Bro,2012-05,84
Logtalk,2012-05,63
Self,2012-05,57
Augeas,2012-05,51
Ioke,2012-05,33
Nu,2012-05,24
Rebol,2012-05,21
Fantom,2012-05,9
eC,2012-05,9
JavaScript,2012-04,1445823
Ruby,2012-04,940953
Java,2012-04,847644
Python,2012-04,710028
PHP,2012-04,678423
C,2012-04,444675
C++,2012-04,406302
Objective-C,2012-04,192171
Shell,2012-04,189540
C#,2012-04,165168
VimL,2012-04,103644
Perl,2012-04,91389
Scala,2012-04,58881
CoffeeScript,2012-04,57918
Emacs Lisp,2012-04,41883
Haskell,2012-04,40509
Clojure,2012-04,40077
Lua,2012-04,26751
ActionScript,2012-04,25671
Erlang,2012-04,25512
Go,2012-04,24621
Groovy,2012-04,20178
R,2012-04,16413
Matlab,2012-04,14880
Assembly,2012-04,13815
Puppet,2012-04,12657
D,2012-04,9468
OCaml,2012-04,8817
Common Lisp,2012-04,8553
Delphi,2012-04,5289
Scheme,2012-04,5223
Rust,2012-04,5013
Arduino,2012-04,4701
HaXe,2012-04,4668
ColdFusion,2012-04,3669
Visual Basic,2012-04,3474
FORTRAN,2012-04,3369
Racket,2012-04,3183
Verilog,2012-04,2943
Prolog,2012-04,2784
DCPU-16 ASM,2012-04,2661
VHDL,2012-04,2565
Dart,2012-04,2388
Objective-J,2012-04,2241
Tcl,2012-04,2094
PowerShell,2012-04,2064
F#,2012-04,1944
Elixir,2012-04,1836
ASP,2012-04,1704
Smalltalk,2012-04,1512
Vala,2012-04,1266
Standard ML,2012-04,1251
AutoHotkey,2012-04,888
Apex,2012-04,858
Ada,2012-04,843
Scilab,2012-04,783
SuperCollider,2012-04,768
Eiffel,2012-04,738
Coq,2012-04,723
XQuery,2012-04,519
Pure Data,2012-04,513
Factor,2012-04,507
Julia,2012-04,474
OpenEdge ABL,2012-04,459
Parrot,2012-04,444
Dylan,2012-04,408
ooc,2012-04,342
Io,2012-04,303
Kotlin,2012-04,300
Nemerle,2012-04,282
Fancy,2012-04,252
Arc,2012-04,231
Turing,2012-04,222
Max/MSP,2012-04,204
Nimrod,2012-04,180
Gosu,2012-04,159
Opa,2012-04,144
Boo,2012-04,114
Logtalk,2012-04,69
Rebol,2012-04,42
Ioke,2012-04,39
Mirah,2012-04,39
Augeas,2012-04,33
Self,2012-04,33
Nu,2012-04,12
Fantom,2012-04,9
Bro,2012-04,9
DCPU-16 Assembly,2012-04,6
Powershell,2012-04,6
JavaScript,2012-03,972438
Ruby,2012-03,674163
Java,2012-03,582723
Python,2012-03,499329
PHP,2012-03,460641
C,2012-03,348678
C++,2012-03,265203
Objective-C,2012-03,134451
Shell,2012-03,124404
C#,2012-03,112566
Perl,2012-03,69753
VimL,2012-03,68178
Scala,2012-03,40029
CoffeeScript,2012-03,34509
Emacs Lisp,2012-03,27693
Haskell,2012-03,26442
Clojure,2012-03,25311
ActionScript,2012-03,17727
Lua,2012-03,17556
Erlang,2012-03,16713
Go,2012-03,13569
Groovy,2012-03,13428
R,2012-03,11154
Puppet,2012-03,9276
Matlab,2012-03,8250
OCaml,2012-03,7704
D,2012-03,6027
Common Lisp,2012-03,5964
Delphi,2012-03,4374
Rust,2012-03,3951
Assembly,2012-03,3291
ColdFusion,2012-03,3267
Scheme,2012-03,3264
HaXe,2012-03,3003
Arduino,2012-03,2682
F#,2012-03,2313
Prolog,2012-03,2271
Verilog,2012-03,2148
VHDL,2012-03,2145
FORTRAN,2012-03,1956
Powershell,2012-03,1947
Visual Basic,2012-03,1836
Racket,2012-03,1827
Objective-J,2012-03,1593
Vala,2012-03,1248
Standard ML,2012-03,1245
Elixir,2012-03,1098
ASP,2012-03,1008
Tcl,2012-03,978
AutoHotkey,2012-03,864
Eiffel,2012-03,852
SuperCollider,2012-03,693
Scilab,2012-03,603
Smalltalk,2012-03,513
Coq,2012-03,474
Pure Data,2012-03,468
Nemerle,2012-03,441
Ada,2012-03,435
Modelica,2012-03,360
OpenEdge ABL,2012-03,345
XQuery,2012-03,336
Rebol,2012-03,273
Boo,2012-03,228
Opa,2012-03,219
PowerShell,2012-03,207
Ioke,2012-03,192
Io,2012-03,177
Arc,2012-03,156
Factor,2012-03,147
Nimrod,2012-03,141
Turing,2012-03,129
Dylan,2012-03,117
Gosu,2012-03,111
Apex,2012-03,93
Parrot,2012-03,84
Bro,2012-03,33
Max/MSP,2012-03,30
Fantom,2012-03,27
Fancy,2012-03,24
Mirah,2012-03,15
Kotlin,2012-03,12
Self,2012-03,12
ooc,2012-03,9
Logtalk,2012-03,9
Nu,2012-03,9
