repository_language,month,commits
Python,2012-11-01,380688
C++,2012-11-01,207987
Rust,2012-11-01,2625
Java,2012-11-01,473374
Self,2012-11-01,11
Emacs Lisp,2012-11-01,17997
Visual Basic,2012-11-01,2702
PHP,2012-11-01,369198
Nemerle,2012-11-01,137
Objective-C,2012-11-01,104328
Eiffel,2012-11-01,339
XQuery,2012-11-01,320
Ceylon,2012-10-01,92
AppleScript,2012-10-01,183
Nu,2012-10-01,59
Logtalk,2012-10-01,102
Ioke,2012-10-01,26
Self,2012-10-01,2
Nimrod,2012-10-01,44
Ecl,2012-10-01,47
Augeas,2012-10-01,47
Rebol,2012-10-01,44
Fancy,2012-10-01,42
Turing,2012-10-01,30
Io,2012-10-01,49
HaXe,2012-10-01,2663
Boo,2012-10-01,93
Bro,2012-10-01,32
Eiffel,2012-10-01,329
PowerShell,2012-10-01,2127
Mirah,2012-10-01,6
VHDL,2012-10-01,740
Matlab,2012-10-01,3104
Scilab,2012-10-01,108
Apex,2012-10-01,496
Verilog,2012-10-01,1074
Elixir,2012-10-01,1426
SuperCollider,2012-10-01,160
ColdFusion,2012-10-01,2027
Standard ML,2012-10-01,333
Racket,2012-10-01,2224
OCaml,2012-10-01,5468
Prolog,2012-10-01,1510
Objective-J,2012-10-01,309
D,2012-10-01,6704
XQuery,2012-10-01,160
Gosu,2012-10-01,65
Opa,2012-10-01,151
Tcl,2012-10-01,538
Vala,2012-10-01,597
AutoHotkey,2012-10-01,526
Pure Data,2012-10-01,230
Ada,2012-10-01,227
ooc,2012-10-01,8
Parrot,2012-10-01,261
Max,2012-10-01,30
FORTRAN,2012-10-01,2216
Factor,2012-10-01,453
Arduino,2012-10-01,2691
Kotlin,2012-10-01,151
Delphi,2012-10-01,2512
ASP,2012-10-01,2048
F#,2012-10-01,1972
Smalltalk,2012-10-01,490
DCPU-16-01 ASM,2012-10-01,388
Fantom,2012-10-01,11
PHP,2012-10-01,352439
Perl,2012-10-01,48059
Visual Basic,2012-10-01,2856
Haskell,2012-10-01,17205
C,2012-10-01,227209
VimL,2012-10-01,40121
Java,2012-10-01,458379
C++,2012-10-01,191217
C#,2012-10-01,83355
Python,2012-10-01,389039
Emacs Lisp,2012-10-01,18834
,2012-10-01,914898
Shell,2012-10-01,95716
JavaScript,2012-10-01,818007
Ruby,2012-10-01,446815
Dylan,2012-10-01,93
Coq,2012-10-01,526
OpenEdge ABL,2012-10-01,693
Arc,2012-10-01,30
Clojure,2012-10-01,17427
Scheme,2012-10-01,2114
Common Lisp,2012-10-01,4503
Puppet,2012-10-01,9348
CoffeeScript,2012-10-01,27421
Go,2012-10-01,19147
Groovy,2012-10-01,9465
Nemerle,2012-10-01,205
Assembly,2012-10-01,2615
Lua,2012-10-01,18043
Julia,2012-10-01,2683
Dart,2012-10-01,3778
Erlang,2012-10-01,12533
Rust,2012-10-01,3241
Scala,2012-10-01,30564
ActionScript,2012-10-01,9983
R,2012-10-01,9195
Objective-C,2012-10-01,98915
Turing,2012-09-01,14
Objective-J,2012-09-01,729
Fancy,2012-09-01,81
JavaScript,2012-09-01,979797
Self,2012-09-01,1
AppleScript,2012-09-01,177
Ecl,2012-09-01,13
Ceylon,2012-09-01,29
Opa,2012-09-01,40
Boo,2012-09-01,27
Kotlin,2012-09-01,169
Bro,2012-09-01,23
Logtalk,2012-09-01,80
Io,2012-09-01,58
Apex,2012-09-01,676
FORTRAN,2012-09-01,1974
ColdFusion,2012-09-01,2912
Visual Basic,2012-09-01,3442
PowerShell,2012-09-01,2063
Dart,2012-09-01,2980
ASP,2012-09-01,2171
Standard ML,2012-09-01,343
Julia,2012-09-01,2408
Tcl,2012-09-01,736
HaXe,2012-09-01,2301
Nemerle,2012-09-01,505
VHDL,2012-09-01,879
Arduino,2012-09-01,3785
Rust,2012-09-01,4254
Vala,2012-09-01,1060
Common Lisp,2012-09-01,4627
Racket,2012-09-01,1878
Parrot,2012-09-01,372
Dylan,2012-09-01,296
F#,2012-09-01,1521
Max/MSP,2012-09-01,1
Gosu,2012-09-01,57
Ioke,2012-09-01,46
Max,2012-09-01,14
Augeas,2012-09-01,20
Mirah,2012-09-01,21
Nu,2012-09-01,99
Fantom,2012-09-01,33
Arc,2012-09-01,52
ooc,2012-09-01,6
Elixir,2012-09-01,1380
AutoHotkey,2012-09-01,544
Groovy,2012-09-01,10461
Java,2012-09-01,485247
PHP,2012-09-01,434060
Ruby,2012-09-01,533329
,2012-09-01,1333297
Python,2012-09-01,476940
C,2012-09-01,258430
Perl,2012-09-01,71919
Objective-C,2012-09-01,115950
C++,2012-09-01,229023
Puppet,2012-09-01,8773
Shell,2012-09-01,111543
VimL,2012-09-01,55673
Haskell,2012-09-01,22509
Emacs Lisp,2012-09-01,25951
CoffeeScript,2012-09-01,34716
Rebol,2012-09-01,229
Clojure,2012-09-01,19704
Scala,2012-09-01,40578
D,2012-09-01,6575
Lua,2012-09-01,27668
C#,2012-09-01,98004
ActionScript,2012-09-01,12650
Matlab,2012-09-01,3445
Prolog,2012-09-01,1649
R,2012-09-01,10640
Delphi,2012-09-01,2827
OCaml,2012-09-01,6085
Erlang,2012-09-01,11444
Go,2012-09-01,22393
Assembly,2012-09-01,2193
Scheme,2012-09-01,2333
Eiffel,2012-09-01,240
XQuery,2012-09-01,388
Ada,2012-09-01,182
Nimrod,2012-09-01,51
Pure Data,2012-09-01,215
Factor,2012-09-01,1238
Scilab,2012-09-01,254
Smalltalk,2012-09-01,1061
OpenEdge ABL,2012-09-01,945
SuperCollider,2012-09-01,162
Verilog,2012-09-01,975
Coq,2012-09-01,566
DCPU-16-01 ASM,2012-09-01,176
Eiffel,2012-08-01,448
AutoHotkey,2012-08-01,10428
Vala,2012-08-01,1846
SuperCollider,2012-08-01,360
Lua,2012-08-01,45016
VHDL,2012-08-01,1826
Nemerle,2012-08-01,1350
Visual Basic,2012-08-01,5068
OpenEdge ABL,2012-08-01,858
Apex,2012-08-01,1546
AppleScript,2012-08-01,358
DCPU-16-01 ASM,2012-08-01,124
Bro,2012-08-01,186
Scilab,2012-08-01,500
Standard ML,2012-08-01,996
Tcl,2012-08-01,1006
Objective-C,2012-08-01,258000
Turing,2012-08-01,86
Nu,2012-08-01,40
Ruby,2012-08-01,1081040
Perl,2012-08-01,446124
,2012-08-01,2358302
JavaScript,2012-08-01,2002074
Shell,2012-08-01,215214
Scala,2012-08-01,95448
Smalltalk,2012-08-01,1178
Emacs Lisp,2012-08-01,51208
C++,2012-08-01,475714
PHP,2012-08-01,859640
Gosu,2012-08-01,384
Python,2012-08-01,918574
Java,2012-08-01,976466
Matlab,2012-08-01,6142
Fantom,2012-08-01,32
Rebol,2012-08-01,114
Arc,2012-08-01,110
Parrot,2012-08-01,894
Ceylon,2012-08-01,78
XQuery,2012-08-01,472
Opa,2012-08-01,220
Ada,2012-08-01,208
Boo,2012-08-01,114
C#,2012-08-01,192112
ooc,2012-08-01,630
R,2012-08-01,20682
Nimrod,2012-08-01,262
Groovy,2012-08-01,19148
OCaml,2012-08-01,11002
Common Lisp,2012-08-01,8562
PowerShell,2012-08-01,3522
Rust,2012-08-01,8400
Self,2012-08-01,10
Max/MSP,2012-08-01,4
Kotlin,2012-08-01,306
Objective-J,2012-08-01,1966
C,2012-08-01,493798
ActionScript,2012-08-01,28242
Erlang,2012-08-01,24906
Go,2012-08-01,38478
F#,2012-08-01,3580
Puppet,2012-08-01,19144
VimL,2012-08-01,107786
Clojure,2012-08-01,44752
ColdFusion,2012-08-01,5444
Haskell,2012-08-01,46196
eC,2012-08-01,2
CoffeeScript,2012-08-01,75762
ASP,2012-08-01,3712
Racket,2012-08-01,6176
Coq,2012-08-01,974
Dylan,2012-08-01,1298
Logtalk,2012-08-01,102
Augeas,2012-08-01,138
Factor,2012-08-01,2130
FORTRAN,2012-08-01,5092
Elixir,2012-08-01,1652
Prolog,2012-08-01,2692
Arduino,2012-08-01,5340
HaXe,2012-08-01,7646
Verilog,2012-08-01,1382
Delphi,2012-08-01,5100
Pure Data,2012-08-01,238
Dart,2012-08-01,5618
Max,2012-08-01,46
Io,2012-08-01,208
D,2012-08-01,10800
Scheme,2012-08-01,4208
Fancy,2012-08-01,116
Ioke,2012-08-01,76
Julia,2012-08-01,6500
Assembly,2012-08-01,4590
Mirah,2012-08-01,30
Ceylon,2012-07-01,30
Max/MSP,2012-07-01,6
Fantom,2012-07-01,8
eC,2012-07-01,4
Assembly,2012-07-01,3196
Bro,2012-07-01,20
Nu,2012-07-01,16
ooc,2012-07-01,16
ColdFusion,2012-07-01,4682
VimL,2012-07-01,78282
VHDL,2012-07-01,714
Objective-C,2012-07-01,181358
C++,2012-07-01,331440
Perl,2012-07-01,76364
Objective-J,2012-07-01,2380
Ioke,2012-07-01,56
Java,2012-07-01,661400
Erlang,2012-07-01,19136
Scala,2012-07-01,52626
Ruby,2012-07-01,746776
Augeas,2012-07-01,166
Gosu,2012-07-01,180
CoffeeScript,2012-07-01,50440
HaXe,2012-07-01,5196
Lua,2012-07-01,22718
Verilog,2012-07-01,1016
Puppet,2012-07-01,11834
Haskell,2012-07-01,29596
Common Lisp,2012-07-01,5202
Standard ML,2012-07-01,938
Python,2012-07-01,624712
PHP,2012-07-01,589462
Mirah,2012-07-01,10
Elixir,2012-07-01,1154
OpenEdge ABL,2012-07-01,408
PowerShell,2012-07-01,2166
Tcl,2012-07-01,1084
,2012-07-01,2235876
JavaScript,2012-07-01,1254072
C#,2012-07-01,132296
Shell,2012-07-01,178068
Clojure,2012-07-01,30124
Go,2012-07-01,22864
Nimrod,2012-07-01,484
C,2012-07-01,345266
Parrot,2012-07-01,640
Smalltalk,2012-07-01,1780
SuperCollider,2012-07-01,470
Dylan,2012-07-01,84
Emacs Lisp,2012-07-01,33946
Kotlin,2012-07-01,596
F#,2012-07-01,1964
Turing,2012-07-01,148
AutoHotkey,2012-07-01,820
Delphi,2012-07-01,3414
Factor,2012-07-01,1802
Arc,2012-07-01,146
Arduino,2012-07-01,4264
OCaml,2012-07-01,8064
FORTRAN,2012-07-01,3038
Rust,2012-07-01,6410
Fancy,2012-07-01,24
Scheme,2012-07-01,3084
Dart,2012-07-01,1730
Opa,2012-07-01,234
Scilab,2012-07-01,506
Io,2012-07-01,138
Eiffel,2012-07-01,444
XQuery,2012-07-01,360
R,2012-07-01,14456
Julia,2012-07-01,3636
Pure Data,2012-07-01,262
Self,2012-07-01,76
Apex,2012-07-01,768
Rebol,2012-07-01,30
Boo,2012-07-01,66
Ada,2012-07-01,272
Visual Basic,2012-07-01,3310
D,2012-07-01,11828
ActionScript,2012-07-01,17164
DCPU-16-01 ASM,2012-07-01,848
Nemerle,2012-07-01,1148
Prolog,2012-07-01,1472
Matlab,2012-07-01,6740
Vala,2012-07-01,1448
Coq,2012-07-01,888
Groovy,2012-07-01,16400
Logtalk,2012-07-01,6
Racket,2012-07-01,2142
ASP,2012-07-01,3912
SuperCollider,2012-06-01,396
Vala,2012-06-01,2579
OpenEdge ABL,2012-06-01,410
Nu,2012-06-01,10
Scheme,2012-06-01,2965
Clojure,2012-06-01,32220
Arc,2012-06-01,121
Mirah,2012-06-01,643
Objective-J,2012-06-01,2516
Self,2012-06-01,124
Rust,2012-06-01,6298
ColdFusion,2012-06-01,4891
AutoHotkey,2012-06-01,934
Elixir,2012-06-01,1809
Nimrod,2012-06-01,308
Eiffel,2012-06-01,847
Arduino,2012-06-01,4141
Assembly,2012-06-01,4771
Lua,2012-06-01,22641
OCaml,2012-06-01,7441
Julia,2012-06-01,3454
ASP,2012-06-01,2508
Verilog,2012-06-01,1348
Rebol,2012-06-01,140
Dart,2012-06-01,2109
Visual Basic,2012-06-01,4235
Emacs Lisp,2012-06-01,34448
F#,2012-06-01,2144
Groovy,2012-06-01,20255
R,2012-06-01,16137
Common Lisp,2012-06-01,7164
Delphi,2012-06-01,4742
Go,2012-06-01,17914
VHDL,2012-06-01,2710
Racket,2012-06-01,2628
Scilab,2012-06-01,744
Coq,2012-06-01,1313
Ruby,2012-06-01,868862
ActionScript,2012-06-01,20358
PHP,2012-06-01,651394
Puppet,2012-06-01,12602
JavaScript,2012-06-01,1471924
,2012-06-01,2443555
Erlang,2012-06-01,25859
Nemerle,2012-06-01,557
Objective-C,2012-06-01,172899
CoffeeScript,2012-06-01,58493
C#,2012-06-01,154808
Java,2012-06-01,764944
Python,2012-06-01,695979
C,2012-06-01,453344
C++,2012-06-01,382032
Shell,2012-06-01,165036
Max/MSP,2012-06-01,134
Kotlin,2012-06-01,408
D,2012-06-01,10804
Perl,2012-06-01,88987
Haskell,2012-06-01,32783
VimL,2012-06-01,77604
HaXe,2012-06-01,5336
Scala,2012-06-01,66323
Prolog,2012-06-01,2238
Matlab,2012-06-01,11231
Tcl,2012-06-01,1337
Bro,2012-06-01,26
Augeas,2012-06-01,58
Gosu,2012-06-01,74
Fancy,2012-06-01,93
DCPU-16-01 ASM,2012-06-01,631
Parrot,2012-06-01,808
FORTRAN,2012-06-01,3703
XQuery,2012-06-01,711
Boo,2012-06-01,78
Smalltalk,2012-06-01,2781
ooc,2012-06-01,245
Pure Data,2012-06-01,357
Io,2012-06-01,163
Turing,2012-06-01,108
Opa,2012-06-01,127
PowerShell,2012-06-01,3432
Factor,2012-06-01,755
Apex,2012-06-01,576
Standard ML,2012-06-01,609
Ioke,2012-06-01,57
Ada,2012-06-01,778
Dylan,2012-06-01,143
Bro,2012-05-01,87
ooc,2012-05-01,393
FORTRAN,2012-05-01,4233
PowerShell,2012-05-01,3873
VHDL,2012-05-01,2880
Gosu,2012-05-01,105
F#,2012-05-01,2916
Erlang,2012-05-01,32541
Common Lisp,2012-05-01,9183
AutoHotkey,2012-05-01,1110
Matlab,2012-05-01,19470
Lua,2012-05-01,27051
Augeas,2012-05-01,60
Max/MSP,2012-05-01,102
Rebol,2012-05-01,24
Dart,2012-05-01,3375
Delphi,2012-05-01,5721
C#,2012-05-01,203250
Clojure,2012-05-01,42348
Puppet,2012-05-01,16524
VimL,2012-05-01,100134
C++,2012-05-01,473328
R,2012-05-01,18231
Perl,2012-05-01,116607
ActionScript,2012-05-01,26514
Objective-C,2012-05-01,242727
Rust,2012-05-01,5355
Elixir,2012-05-01,2064
CoffeeScript,2012-05-01,69186
Julia,2012-05-01,7236
D,2012-05-01,14739
Go,2012-05-01,23484
Opa,2012-05-01,237
Ada,2012-05-01,990
Arduino,2012-05-01,4632
Python,2012-05-01,866277
,2012-05-01,2535783
Ruby,2012-05-01,1137336
C,2012-05-01,520233
Haskell,2012-05-01,52305
Racket,2012-05-01,3735
Scala,2012-05-01,83100
HaXe,2012-05-01,4950
JavaScript,2012-05-01,1784595
Java,2012-05-01,1045377
Fantom,2012-05-01,9
Shell,2012-05-01,220089
Emacs Lisp,2012-05-01,39807
PHP,2012-05-01,819522
OCaml,2012-05-01,12540
eC,2012-05-01,9
Verilog,2012-05-01,1803
Nemerle,2012-05-01,1038
DCPU-16-01 ASM,2012-05-01,1635
Fancy,2012-05-01,180
Standard ML,2012-05-01,1152
Objective-J,2012-05-01,4080
Factor,2012-05-01,786
Pure Data,2012-05-01,675
Scilab,2012-05-01,795
Self,2012-05-01,57
Prolog,2012-05-01,3507
Arc,2012-05-01,108
Boo,2012-05-01,198
Logtalk,2012-05-01,75
Ioke,2012-05-01,33
Eiffel,2012-05-01,825
Parrot,2012-05-01,801
Kotlin,2012-05-01,471
Turing,2012-05-01,117
Mirah,2012-05-01,168
SuperCollider,2012-05-01,687
Io,2012-05-01,717
Assembly,2012-05-01,6792
Coq,2012-05-01,939
XQuery,2012-05-01,864
Vala,2012-05-01,2382
Dylan,2012-05-01,462
Scheme,2012-05-01,5163
ASP,2012-05-01,2916
Nimrod,2012-05-01,447
ColdFusion,2012-05-01,6024
OpenEdge ABL,2012-05-01,843
Smalltalk,2012-05-01,3039
Apex,2012-05-01,1566
Groovy,2012-05-01,29283
Visual Basic,2012-05-01,3657
Tcl,2012-05-01,12774
Nu,2012-05-01,24
Assembly,2012-04-01,14610
Fancy,2012-04-01,255
Io,2012-04-01,318
Scilab,2012-04-01,870
Elixir,2012-04-01,2907
Go,2012-04-01,26580
Arduino,2012-04-01,5190
Nemerle,2012-04-01,549
Boo,2012-04-01,132
Prolog,2012-04-01,2982
Tcl,2012-04-01,2328
Rust,2012-04-01,7608
SuperCollider,2012-04-01,1311
Standard ML,2012-04-01,1374
Objective-J,2012-04-01,4065
ASP,2012-04-01,1755
OCaml,2012-04-01,10497
AutoHotkey,2012-04-01,1002
DCPU-16-01 ASM,2012-04-01,2988
Verilog,2012-04-01,3246
Kotlin,2012-04-01,300
Apex,2012-04-01,984
PowerShell,2012-04-01,2319
F#,2012-04-01,2268
XQuery,2012-04-01,648
OpenEdge ABL,2012-04-01,486
Bro,2012-04-01,9
Dylan,2012-04-01,519
HaXe,2012-04-01,5115
Matlab,2012-04-01,15999
D,2012-04-01,11769
Erlang,2012-04-01,29283
ActionScript,2012-04-01,28431
R,2012-04-01,20151
Groovy,2012-04-01,23418
Racket,2012-04-01,3519
Lua,2012-04-01,30705
Visual Basic,2012-04-01,3894
ColdFusion,2012-04-01,4983
Emacs Lisp,2012-04-01,45978
DCPU-16-01 Assembly,2012-04-01,6
Parrot,2012-04-01,471
Puppet,2012-04-01,13884
Turing,2012-04-01,240
Self,2012-04-01,33
Dart,2012-04-01,2454
Scheme,2012-04-01,5535
Delphi,2012-04-01,5910
Coq,2012-04-01,744
Eiffel,2012-04-01,819
Scala,2012-04-01,70896
Shell,2012-04-01,210600
Common Lisp,2012-04-01,9141
FORTRAN,2012-04-01,3780
JavaScript,2012-04-01,1664622
Fantom,2012-04-01,9
Vala,2012-04-01,1374
VimL,2012-04-01,109134
VHDL,2012-04-01,2586
C,2012-04-01,599172
ooc,2012-04-01,366
PHP,2012-04-01,796323
Gosu,2012-04-01,198
C++,2012-04-01,482313
Java,2012-04-01,995484
Perl,2012-04-01,102885
Ruby,2012-04-01,1096308
,2012-04-01,2670852
Python,2012-04-01,839274
Logtalk,2012-04-01,306
Opa,2012-04-01,144
Smalltalk,2012-04-01,1704
Nimrod,2012-04-01,186
Arc,2012-04-01,291
Pure Data,2012-04-01,525
Powershell,2012-04-01,12
Factor,2012-04-01,729
Clojure,2012-04-01,45795
Max/MSP,2012-04-01,318
Haskell,2012-04-01,45840
CoffeeScript,2012-04-01,67557
Julia,2012-04-01,525
C#,2012-04-01,199953
Ada,2012-04-01,1056
Nu,2012-04-01,12
Mirah,2012-04-01,39
Objective-C,2012-04-01,217212
Rebol,2012-04-01,42
Ioke,2012-04-01,39
Augeas,2012-04-01,39
C,2012-03-01,565725
ActionScript,2012-03-01,19443
Visual Basic,2012-03-01,2088
CoffeeScript,2012-03-01,39975
Clojure,2012-03-01,29235
Matlab,2012-03-01,9228
Haskell,2012-03-01,29988
Erlang,2012-03-01,19008
Emacs Lisp,2012-03-01,30474
VimL,2012-03-01,72786
Shell,2012-03-01,139602
Perl,2012-03-01,76842
C#,2012-03-01,135744
R,2012-03-01,13224
Common Lisp,2012-03-01,6513
Assembly,2012-03-01,3720
Scala,2012-03-01,47595
Scheme,2012-03-01,3411
Go,2012-03-01,14664
Groovy,2012-03-01,16167
Nu,2012-03-01,12
Nimrod,2012-03-01,141
Fancy,2012-03-01,24
Io,2012-03-01,177
Kotlin,2012-03-01,12
Bro,2012-03-01,33
Self,2012-03-01,12
ooc,2012-03-01,9
Factor,2012-03-01,171
Pure Data,2012-03-01,477
Parrot,2012-03-01,93
C++,2012-03-01,313950
PowerShell,2012-03-01,252
Java,2012-03-01,681873
PHP,2012-03-01,542529
,2012-03-01,2152494
JavaScript,2012-03-01,1133241
Python,2012-03-01,592188
Ruby,2012-03-01,791163
Objective-C,2012-03-01,154254
Lua,2012-03-01,20172
Eiffel,2012-03-01,927
OCaml,2012-03-01,9432
Turing,2012-03-01,132
Opa,2012-03-01,231
Delphi,2012-03-01,4689
Boo,2012-03-01,228
Arduino,2012-03-01,3297
Logtalk,2012-03-01,9
Ioke,2012-03-01,192
Fantom,2012-03-01,27
Modelica,2012-03-01,390
Objective-J,2012-03-01,2049
Mirah,2012-03-01,15
Nemerle,2012-03-01,573
Ada,2012-03-01,477
Smalltalk,2012-03-01,759
Arc,2012-03-01,174
Rebol,2012-03-01,327
Dylan,2012-03-01,135
Max/MSP,2012-03-01,63
Gosu,2012-03-01,111
Scilab,2012-03-01,807
XQuery,2012-03-01,450
F#,2012-03-01,2922
HaXe,2012-03-01,3546
Puppet,2012-03-01,10023
ColdFusion,2012-03-01,3924
SuperCollider,2012-03-01,744
Elixir,2012-03-01,1482
Rust,2012-03-01,5166
Racket,2012-03-01,1986
Prolog,2012-03-01,2343
Apex,2012-03-01,93
FORTRAN,2012-03-01,2388
VHDL,2012-03-01,2172
D,2012-03-01,7893
Powershell,2012-03-01,2100
Vala,2012-03-01,1509
AutoHotkey,2012-03-01,1005
Tcl,2012-03-01,1143
OpenEdge ABL,2012-03-01,363
Coq,2012-03-01,510
ASP,2012-03-01,1089
Standard ML,2012-03-01,1266
Verilog,2012-03-01,2532
