repository_language,date,activity
Racket,2014-04-01,2984
LiveScript,2014-04-01,2798
Verilog,2014-04-01,2672
nesC,2014-04-01,2304
IDL,2014-04-01,2180
Eiffel,2014-04-01,1732
ColdFusion,2014-04-01,1605
Vala,2014-04-01,1586
BlitzBasic,2014-04-01,1549
Apex,2014-04-01,1454
AutoHotkey,2014-04-01,1364
Standard ML,2014-04-01,1242
XML,2014-04-01,1219
DOT,2014-04-01,1201
Logos,2014-04-01,1199
Tcl,2014-04-01,1184
xBase,2014-04-01,1132
AppleScript,2014-04-01,1090
Max,2014-04-01,956
AutoIt,2014-04-01,928
Coq,2014-04-01,906
Smalltalk,2014-04-01,860
Nimrod,2014-04-01,813
M,2014-04-01,811
OpenEdge ABL,2014-04-01,730
Xtend,2014-04-01,722
Ada,2014-04-01,675
Gosu,2014-04-01,672
Nemerle,2014-04-01,604
Kotlin,2014-04-01,600
KRL,2014-04-01,554
XQuery,2014-04-01,553
Lasso,2014-04-01,553
Perl6,2014-04-01,551
Objective-J,2014-04-01,534
Rebol,2014-04-01,469
Agda,2014-04-01,465
NetLogo,2014-04-01,463
Elm,2014-04-01,463
XC,2014-04-01,444
Prolog,2014-04-01,390
COBOL,2014-04-01,363
UnrealScript,2014-04-01,342
Slash,2014-04-01,339
SuperCollider,2014-04-01,324
Awk,2014-04-01,313
HaXe,2014-04-01,313
Idris,2014-04-01,277
Pure Data,2014-04-01,274
Factor,2014-04-01,252
Bluespec,2014-04-01,247
SourcePawn,2014-04-01,246
Squirrel,2014-04-01,224
Brightscript,2014-04-01,221
Scilab,2014-04-01,195
CLIPS,2014-04-01,195
Arc,2014-04-01,191
Game Maker Language,2014-04-01,188
MoonScript,2014-04-01,168
Dylan,2014-04-01,156
PureScript,2014-04-01,134
Augeas,2014-04-01,132
ANTLR,2014-04-01,131
Logtalk,2014-04-01,129
SystemVerilog,2014-04-01,122
Io,2014-04-01,107
Pike,2014-04-01,95
Parrot,2014-04-01,81
PAWN,2014-04-01,79
GAP,2014-04-01,75
REALbasic,2014-04-01,67
Ceylon,2014-04-01,67
Mercury,2014-04-01,64
ATS,2014-04-01,64
Crystal,2014-04-01,64
FLUX,2014-04-01,62
Delphi,2014-04-01,61
Hy,2014-04-01,61
wisp,2014-04-01,55
Ragel in Ruby Host,2014-04-01,52
Stata,2014-04-01,50
Zephir,2014-04-01,49
Frege,2014-04-01,48
Bro,2014-04-01,48
Inform 7,2014-04-01,42
Gnuplot,2014-04-01,41
Oxygene,2014-04-01,40
Glyph,2014-04-01,39
Boo,2014-04-01,39
eC,2014-04-01,38
Monkey,2014-04-01,37
AspectJ,2014-04-01,37
XProc,2014-04-01,36
Ecl,2014-04-01,33
Fantom,2014-04-01,32
Volt,2014-04-01,30
Clean,2014-04-01,28
RobotFramework,2014-04-01,22
J,2014-04-01,20
Mirah,2014-04-01,19
Alloy,2014-04-01,19
Mathematica,2014-04-01,17
Self,2014-04-01,15
DCPU-16 ASM,2014-04-01,14
Turing,2014-04-01,13
PogoScript,2014-04-01,12
Forth,2014-04-01,11
Rouge,2014-04-01,11
ABAP,2014-04-01,10
Nu,2014-04-01,10
Opa,2014-04-01,7
Fancy,2014-04-01,6
Harbour,2014-04-01,3
ooc,2014-04-01,3
JSONiq,2014-04-01,2
Grammatical Framework,2014-04-01,1
JavaScript,2014-03-01,1510994
Java,2014-03-01,912973
Python,2014-03-01,727375
PHP,2014-03-01,613374
CSS,2014-03-01,613322
Ruby,2014-03-01,611042
C++,2014-03-01,391382
C,2014-03-01,386797
Shell,2014-03-01,216714
Objective-C,2014-03-01,212820
C#,2014-03-01,177190
Go,2014-03-01,75000
CoffeeScript,2014-03-01,68705
Perl,2014-03-01,59755
VimL,2014-03-01,57904
Scala,2014-03-01,53034
TeX,2014-03-01,49351
R,2014-03-01,47853
Haskell,2014-03-01,29985
Emacs Lisp,2014-03-01,29514
Lua,2014-03-01,28153
Clojure,2014-03-01,26852
TypeScript,2014-03-01,21352
Puppet,2014-03-01,19975
Groovy,2014-03-01,16181
Erlang,2014-03-01,15666
Matlab,2014-03-01,14770
Dart,2014-03-01,10072
ActionScript,2014-03-01,10040
Rust,2014-03-01,9648
Arduino,2014-03-01,9196
Assembly,2014-03-01,8304
OCaml,2014-03-01,8192
D,2014-03-01,8183
Julia,2014-03-01,8043
XSLT,2014-03-01,7771
F#,2014-03-01,5910
PowerShell,2014-03-01,5859
Haxe,2014-03-01,5624
Common Lisp,2014-03-01,5517
Visual Basic,2014-03-01,5483
ASP,2014-03-01,5071
DM,2014-03-01,5069
Processing,2014-03-01,4685
FORTRAN,2014-03-01,4629
Pascal,2014-03-01,4438
Scheme,2014-03-01,4286
KRL,2014-03-01,3244
VHDL,2014-03-01,3212
Elixir,2014-03-01,3126
Verilog,2014-03-01,2689
Racket,2014-03-01,2630
Vala,2014-03-01,2284
LiveScript,2014-03-01,2280
IDL,2014-03-01,2208
nesC,2014-03-01,2169
ColdFusion,2014-03-01,1659
BlitzBasic,2014-03-01,1558
Apex,2014-03-01,1436
Standard ML,2014-03-01,1433
Tcl,2014-03-01,1378
Logos,2014-03-01,1354
AutoHotkey,2014-03-01,1289
XML,2014-03-01,1222
DOT,2014-03-01,1142
Max,2014-03-01,1053
AppleScript,2014-03-01,1026
Lasso,2014-03-01,1006
Eiffel,2014-03-01,959
M,2014-03-01,829
Kotlin,2014-03-01,826
AutoIt,2014-03-01,796
Nimrod,2014-03-01,790
OpenEdge ABL,2014-03-01,779
Coq,2014-03-01,768
Smalltalk,2014-03-01,736
xBase,2014-03-01,623
Ada,2014-03-01,589
Pure Data,2014-03-01,539
Objective-J,2014-03-01,526
Awk,2014-03-01,520
XQuery,2014-03-01,473
Elm,2014-03-01,470
Gosu,2014-03-01,388
Agda,2014-03-01,381
Nemerle,2014-03-01,366
Xtend,2014-03-01,352
NetLogo,2014-03-01,344
UnrealScript,2014-03-01,336
Brightscript,2014-03-01,305
Perl6,2014-03-01,298
Slash,2014-03-01,283
Dylan,2014-03-01,270
MoonScript,2014-03-01,266
HaXe,2014-03-01,259
SuperCollider,2014-03-01,254
Squirrel,2014-03-01,248
XC,2014-03-01,241
Io,2014-03-01,226
Factor,2014-03-01,217
Bluespec,2014-03-01,212
Prolog,2014-03-01,199
COBOL,2014-03-01,198
Scilab,2014-03-01,189
CLIPS,2014-03-01,184
Pike,2014-03-01,167
Ceylon,2014-03-01,152
Crystal,2014-03-01,150
Parrot,2014-03-01,150
Idris,2014-03-01,146
Monkey,2014-03-01,139
wisp,2014-03-01,126
ANTLR,2014-03-01,124
Boo,2014-03-01,119
Turing,2014-03-01,111
Clean,2014-03-01,111
Arc,2014-03-01,107
Logtalk,2014-03-01,106
Rebol,2014-03-01,97
Oxygene,2014-03-01,84
Delphi,2014-03-01,84
Glyph,2014-03-01,82
Augeas,2014-03-01,80
REALbasic,2014-03-01,78
Fantom,2014-03-01,76
ooc,2014-03-01,74
Mirah,2014-03-01,66
Forth,2014-03-01,64
XProc,2014-03-01,54
RobotFramework,2014-03-01,54
Bro,2014-03-01,53
Self,2014-03-01,52
DCPU-16 ASM,2014-03-01,52
Ioke,2014-03-01,43
Ragel in Ruby Host,2014-03-01,42
J,2014-03-01,37
Volt,2014-03-01,29
eC,2014-03-01,27
ABAP,2014-03-01,27
Ecl,2014-03-01,26
Rouge,2014-03-01,22
PogoScript,2014-03-01,15
Nu,2014-03-01,9
Fancy,2014-03-01,8
Opa,2014-03-01,8
TXL,2014-03-01,2
JavaScript,2014-02-01,1304611
Java,2014-02-01,765364
Python,2014-02-01,739782
Ruby,2014-02-01,568085
PHP,2014-02-01,549226
CSS,2014-02-01,500641
C++,2014-02-01,341223
C,2014-02-01,333998
Shell,2014-02-01,193077
Objective-C,2014-02-01,175467
C#,2014-02-01,156063
Go,2014-02-01,72684
CoffeeScript,2014-02-01,59986
VimL,2014-02-01,52966
Perl,2014-02-01,50835
Scala,2014-02-01,48780
TeX,2014-02-01,39287
R,2014-02-01,28199
Lua,2014-02-01,27327
Clojure,2014-02-01,26600
Haskell,2014-02-01,25221
Emacs Lisp,2014-02-01,24813
TypeScript,2014-02-01,18192
Puppet,2014-02-01,17102
Groovy,2014-02-01,15469
Erlang,2014-02-01,13575
Matlab,2014-02-01,12293
Rust,2014-02-01,9938
Dart,2014-02-01,9485
ActionScript,2014-02-01,8887
Arduino,2014-02-01,7958
D,2014-02-01,7889
Julia,2014-02-01,7565
OCaml,2014-02-01,7556
XSLT,2014-02-01,6363
Assembly,2014-02-01,6101
Common Lisp,2014-02-01,5202
Visual Basic,2014-02-01,5002
Scheme,2014-02-01,4995
Haxe,2014-02-01,4824
PowerShell,2014-02-01,4792
ASP,2014-02-01,4788
F#,2014-02-01,4554
DM,2014-02-01,4220
Processing,2014-02-01,4030
Pascal,2014-02-01,4003
Elixir,2014-02-01,3828
FORTRAN,2014-02-01,3559
VHDL,2014-02-01,3115
KRL,2014-02-01,2973
IDL,2014-02-01,2413
ColdFusion,2014-02-01,2291
Racket,2014-02-01,2236
nesC,2014-02-01,2048
Vala,2014-02-01,1933
Apex,2014-02-01,1646
AutoHotkey,2014-02-01,1583
LiveScript,2014-02-01,1565
Verilog,2014-02-01,1500
BlitzBasic,2014-02-01,1497
Tcl,2014-02-01,1422
Standard ML,2014-02-01,1337
Logos,2014-02-01,1231
XML,2014-02-01,1197
DOT,2014-02-01,1121
AppleScript,2014-02-01,950
Lasso,2014-02-01,902
Max,2014-02-01,853
Coq,2014-02-01,831
Smalltalk,2014-02-01,755
OpenEdge ABL,2014-02-01,716
Objective-J,2014-02-01,705
Nimrod,2014-02-01,699
M,2014-02-01,569
xBase,2014-02-01,561
Ada,2014-02-01,513
XQuery,2014-02-01,506
UnrealScript,2014-02-01,502
Kotlin,2014-02-01,482
Gosu,2014-02-01,469
Brightscript,2014-02-01,449
AutoIt,2014-02-01,420
Agda,2014-02-01,407
Xtend,2014-02-01,383
Io,2014-02-01,373
Pure Data,2014-02-01,338
Dylan,2014-02-01,293
Prolog,2014-02-01,291
MoonScript,2014-02-01,262
SuperCollider,2014-02-01,253
NetLogo,2014-02-01,253
Scilab,2014-02-01,245
XC,2014-02-01,235
Nemerle,2014-02-01,233
Elm,2014-02-01,233
Perl6,2014-02-01,224
Idris,2014-02-01,219
Bluespec,2014-02-01,214
HaXe,2014-02-01,210
Awk,2014-02-01,205
Eiffel,2014-02-01,178
Boo,2014-02-01,178
Pike,2014-02-01,175
Squirrel,2014-02-01,166
Slash,2014-02-01,158
Arc,2014-02-01,157
Factor,2014-02-01,155
Crystal,2014-02-01,148
Logtalk,2014-02-01,140
COBOL,2014-02-01,138
REALbasic,2014-02-01,126
XProc,2014-02-01,125
Ceylon,2014-02-01,123
ooc,2014-02-01,121
Delphi,2014-02-01,108
Augeas,2014-02-01,97
J,2014-02-01,86
ANTLR,2014-02-01,85
Clean,2014-02-01,81
PogoScript,2014-02-01,68
Parrot,2014-02-01,68
Nu,2014-02-01,58
Ecl,2014-02-01,55
CLIPS,2014-02-01,55
Ragel in Ruby Host,2014-02-01,54
Oxygene,2014-02-01,52
Rebol,2014-02-01,50
Monkey,2014-02-01,50
ABAP,2014-02-01,44
Self,2014-02-01,43
wisp,2014-02-01,39
Fancy,2014-02-01,38
Turing,2014-02-01,37
Bro,2014-02-01,36
RobotFramework,2014-02-01,36
DCPU-16 ASM,2014-02-01,31
Mirah,2014-02-01,29
Volt,2014-02-01,22
eC,2014-02-01,21
Omgrofl,2014-02-01,21
Glyph,2014-02-01,18
Opa,2014-02-01,17
Forth,2014-02-01,13
Fantom,2014-02-01,8
TXL,2014-02-01,4
Ioke,2014-02-01,1
JavaScript,2014-01-01,1321264
Java,2014-01-01,759681
Python,2014-01-01,621472
Ruby,2014-01-01,574241
PHP,2014-01-01,566964
CSS,2014-01-01,466448
C++,2014-01-01,337256
C,2014-01-01,327973
Shell,2014-01-01,194108
Objective-C,2014-01-01,176866
C#,2014-01-01,156809
Go,2014-01-01,72596
VimL,2014-01-01,55666
Perl,2014-01-01,54671
CoffeeScript,2014-01-01,54097
Scala,2014-01-01,45529
TeX,2014-01-01,39654
Clojure,2014-01-01,34220
Lua,2014-01-01,31267
R,2014-01-01,29374
Emacs Lisp,2014-01-01,27390
Haskell,2014-01-01,27189
TypeScript,2014-01-01,18764
Puppet,2014-01-01,16942
Groovy,2014-01-01,13906
Erlang,2014-01-01,13436
Matlab,2014-01-01,12160
ActionScript,2014-01-01,10577
Rust,2014-01-01,10316
Dart,2014-01-01,9007
OCaml,2014-01-01,8769
XSLT,2014-01-01,8088
Common Lisp,2014-01-01,7481
Arduino,2014-01-01,6924
Julia,2014-01-01,6602
D,2014-01-01,6468
Processing,2014-01-01,5434
DM,2014-01-01,5380
Assembly,2014-01-01,5004
Scheme,2014-01-01,4990
PowerShell,2014-01-01,4859
Visual Basic,2014-01-01,4846
Haxe,2014-01-01,4686
F#,2014-01-01,4512
ASP,2014-01-01,3573
Pascal,2014-01-01,3513
IDL,2014-01-01,3346
FORTRAN,2014-01-01,3320
Elixir,2014-01-01,3145
VHDL,2014-01-01,2757
Racket,2014-01-01,2338
ColdFusion,2014-01-01,2253
Vala,2014-01-01,2042
nesC,2014-01-01,2001
LiveScript,2014-01-01,1955
Logos,2014-01-01,1793
BlitzBasic,2014-01-01,1679
Tcl,2014-01-01,1551
XML,2014-01-01,1525
Verilog,2014-01-01,1449
DOT,2014-01-01,1404
AutoHotkey,2014-01-01,1160
Lasso,2014-01-01,1004
Apex,2014-01-01,948
Standard ML,2014-01-01,899
OpenEdge ABL,2014-01-01,887
AppleScript,2014-01-01,881
Coq,2014-01-01,852
Smalltalk,2014-01-01,799
Max,2014-01-01,712
Io,2014-01-01,666
M,2014-01-01,639
UnrealScript,2014-01-01,622
Objective-J,2014-01-01,605
XQuery,2014-01-01,572
Ada,2014-01-01,571
xBase,2014-01-01,556
AutoIt,2014-01-01,486
Xtend,2014-01-01,475
Eiffel,2014-01-01,446
Nimrod,2014-01-01,427
Dylan,2014-01-01,424
Slash,2014-01-01,421
Elm,2014-01-01,419
Agda,2014-01-01,403
Perl6,2014-01-01,367
Awk,2014-01-01,363
Prolog,2014-01-01,362
Gosu,2014-01-01,358
Brightscript,2014-01-01,322
Kotlin,2014-01-01,320
SuperCollider,2014-01-01,293
XC,2014-01-01,285
Ceylon,2014-01-01,282
Scilab,2014-01-01,227
HaXe,2014-01-01,223
ooc,2014-01-01,217
Pure Data,2014-01-01,212
Bluespec,2014-01-01,201
Nemerle,2014-01-01,200
Idris,2014-01-01,195
Crystal,2014-01-01,194
MoonScript,2014-01-01,192
COBOL,2014-01-01,187
Squirrel,2014-01-01,184
Arc,2014-01-01,140
XProc,2014-01-01,133
Logtalk,2014-01-01,130
Pike,2014-01-01,121
NetLogo,2014-01-01,118
Delphi,2014-01-01,108
ANTLR,2014-01-01,102
Boo,2014-01-01,101
Factor,2014-01-01,92
Parrot,2014-01-01,88
DCPU-16 ASM,2014-01-01,87
REALbasic,2014-01-01,81
Self,2014-01-01,74
CLIPS,2014-01-01,72
Oxygene,2014-01-01,66
Augeas,2014-01-01,66
Mirah,2014-01-01,64
Bro,2014-01-01,53
Ragel in Ruby Host,2014-01-01,49
Ecl,2014-01-01,47
Clean,2014-01-01,47
Forth,2014-01-01,40
PogoScript,2014-01-01,38
KRL,2014-01-01,36
Monkey,2014-01-01,33
Nu,2014-01-01,28
Turing,2014-01-01,24
Volt,2014-01-01,21
J,2014-01-01,19
Glyph,2014-01-01,18
Fantom,2014-01-01,17
ABAP,2014-01-01,12
Opa,2014-01-01,9
Rouge,2014-01-01,5
Omgrofl,2014-01-01,4
Fancy,2014-01-01,4
Rebol,2014-01-01,4
Ioke,2014-01-01,3
eC,2014-01-01,1
RobotFramework,2014-01-01,1
wisp,2014-01-01,1
TXL,2014-01-01,1
JavaScript,2013-12-01,1183777
Java,2013-12-01,693391
Python,2013-12-01,521387
Ruby,2013-12-01,518196
PHP,2013-12-01,466259
CSS,2013-12-01,406772
C++,2013-12-01,314785
C,2013-12-01,309699
Shell,2013-12-01,185826
Objective-C,2013-12-01,157848
C#,2013-12-01,138929
Go,2013-12-01,61515
VimL,2013-12-01,51070
Perl,2013-12-01,48473
CoffeeScript,2013-12-01,47929
Scala,2013-12-01,37942
TeX,2013-12-01,33668
Lua,2013-12-01,25510
Emacs Lisp,2013-12-01,24466
Haskell,2013-12-01,22787
Clojure,2013-12-01,22450
R,2013-12-01,20120
Matlab,2013-12-01,15033
Puppet,2013-12-01,14746
TypeScript,2013-12-01,13962
Erlang,2013-12-01,12667
Groovy,2013-12-01,11693
ActionScript,2013-12-01,11227
OCaml,2013-12-01,9836
Rust,2013-12-01,7287
Logos,2013-12-01,6996
Dart,2013-12-01,6587
D,2013-12-01,6544
Arduino,2013-12-01,6301
XSLT,2013-12-01,5547
Julia,2013-12-01,5224
Processing,2013-12-01,5009
Common Lisp,2013-12-01,4522
F#,2013-12-01,4409
Assembly,2013-12-01,4241
Visual Basic,2013-12-01,4115
PowerShell,2013-12-01,4107
Haxe,2013-12-01,3631
ASP,2013-12-01,3339
DM,2013-12-01,3298
Scheme,2013-12-01,3234
Elixir,2013-12-01,3181
FORTRAN,2013-12-01,2708
Prolog,2013-12-01,2662
Racket,2013-12-01,2168
Pascal,2013-12-01,2092
Verilog,2013-12-01,1999
VHDL,2013-12-01,1922
Vala,2013-12-01,1881
Oxygene,2013-12-01,1831
LiveScript,2013-12-01,1567
DOT,2013-12-01,1566
ColdFusion,2013-12-01,1507
XML,2013-12-01,1323
Lasso,2013-12-01,1231
nesC,2013-12-01,1214
Tcl,2013-12-01,1203
Coq,2013-12-01,1051
Standard ML,2013-12-01,1000
BlitzBasic,2013-12-01,990
AutoHotkey,2013-12-01,918
OpenEdge ABL,2013-12-01,832
Nimrod,2013-12-01,766
Max,2013-12-01,664
Smalltalk,2013-12-01,633
Objective-J,2013-12-01,624
Apex,2013-12-01,603
Ada,2013-12-01,589
M,2013-12-01,524
AppleScript,2013-12-01,510
Eiffel,2013-12-01,425
XQuery,2013-12-01,419
IDL,2013-12-01,377
Elm,2013-12-01,363
SuperCollider,2013-12-01,360
Brightscript,2013-12-01,358
Agda,2013-12-01,312
Nemerle,2013-12-01,311
Ceylon,2013-12-01,300
Awk,2013-12-01,295
AutoIt,2013-12-01,294
UnrealScript,2013-12-01,287
XC,2013-12-01,278
Dylan,2013-12-01,277
Pure Data,2013-12-01,271
Gosu,2013-12-01,271
HaXe,2013-12-01,261
Kotlin,2013-12-01,253
xBase,2013-12-01,250
Xtend,2013-12-01,250
Slash,2013-12-01,239
Bluespec,2013-12-01,187
Squirrel,2013-12-01,185
Io,2013-12-01,181
MoonScript,2013-12-01,154
Scilab,2013-12-01,152
Boo,2013-12-01,151
KRL,2013-12-01,144
NetLogo,2013-12-01,141
ooc,2013-12-01,134
Arc,2013-12-01,134
Delphi,2013-12-01,122
COBOL,2013-12-01,120
Idris,2013-12-01,116
Factor,2013-12-01,98
Pike,2013-12-01,96
Logtalk,2013-12-01,94
Augeas,2013-12-01,80
Perl6,2013-12-01,71
Parrot,2013-12-01,69
XProc,2013-12-01,67
Bro,2013-12-01,49
Ragel in Ruby Host,2013-12-01,47
PogoScript,2013-12-01,43
Mirah,2013-12-01,41
Crystal,2013-12-01,40
CLIPS,2013-12-01,38
J,2013-12-01,36
REALbasic,2013-12-01,33
ANTLR,2013-12-01,30
Glyph,2013-12-01,29
Ecl,2013-12-01,25
Monkey,2013-12-01,25
wisp,2013-12-01,21
DCPU-16 ASM,2013-12-01,21
Rebol,2013-12-01,20
Nu,2013-12-01,18
TXL,2013-12-01,17
Clean,2013-12-01,16
Volt,2013-12-01,12
Forth,2013-12-01,12
Fantom,2013-12-01,9
Opa,2013-12-01,7
Self,2013-12-01,6
Fancy,2013-12-01,6
eC,2013-12-01,4
ABAP,2013-12-01,4
Turing,2013-12-01,4
RobotFramework,2013-12-01,3
Ioke,2013-12-01,2
JavaScript,2013-11-01,1209706
Java,2013-11-01,748127
Python,2013-11-01,555506
Ruby,2013-11-01,555191
PHP,2013-11-01,502447
CSS,2013-11-01,425159
C++,2013-11-01,337467
C,2013-11-01,312499
Shell,2013-11-01,185241
Objective-C,2013-11-01,164328
C#,2013-11-01,145222
Go,2013-11-01,60136
Perl,2013-11-01,53051
VimL,2013-11-01,50286
CoffeeScript,2013-11-01,47844
Scala,2013-11-01,44713
Emacs Lisp,2013-11-01,23709
Lua,2013-11-01,23146
Haskell,2013-11-01,22685
Clojure,2013-11-01,22103
R,2013-11-01,21074
Puppet,2013-11-01,17318
Matlab,2013-11-01,16344
Erlang,2013-11-01,13661
Groovy,2013-11-01,12743
ActionScript,2013-11-01,11174
TypeScript,2013-11-01,10763
Logos,2013-11-01,9774
OCaml,2013-11-01,8326
Dart,2013-11-01,7715
Rust,2013-11-01,6821
D,2013-11-01,6641
Arduino,2013-11-01,6249
XSLT,2013-11-01,6244
ASP,2013-11-01,5332
Prolog,2013-11-01,4869
Common Lisp,2013-11-01,4806
PowerShell,2013-11-01,4445
Processing,2013-11-01,4430
Julia,2013-11-01,4286
Assembly,2013-11-01,4115
FORTRAN,2013-11-01,3755
Visual Basic,2013-11-01,3754
F#,2013-11-01,3603
Haxe,2013-11-01,3532
Racket,2013-11-01,3491
Pascal,2013-11-01,3371
Scheme,2013-11-01,3261
Elixir,2013-11-01,2626
Verilog,2013-11-01,2434
VHDL,2013-11-01,2252
ColdFusion,2013-11-01,2104
OpenEdge ABL,2013-11-01,1953
Vala,2013-11-01,1713
DOT,2013-11-01,1649
Tcl,2013-11-01,1488
Lasso,2013-11-01,1342
LiveScript,2013-11-01,1229
AutoHotkey,2013-11-01,1206
Standard ML,2013-11-01,1093
Coq,2013-11-01,1082
XML,2013-11-01,831
M,2013-11-01,787
SuperCollider,2013-11-01,777
Apex,2013-11-01,706
Factor,2013-11-01,675
Ada,2013-11-01,603
Smalltalk,2013-11-01,577
XQuery,2013-11-01,493
Nimrod,2013-11-01,472
Pure Data,2013-11-01,443
Xtend,2013-11-01,417
Nemerle,2013-11-01,390
Eiffel,2013-11-01,378
Elm,2013-11-01,370
Ceylon,2013-11-01,367
Slash,2013-11-01,356
XC,2013-11-01,353
Objective-J,2013-11-01,350
Squirrel,2013-11-01,349
Kotlin,2013-11-01,322
AppleScript,2013-11-01,311
Delphi,2013-11-01,284
Awk,2013-11-01,281
Io,2013-11-01,272
Dylan,2013-11-01,251
HaXe,2013-11-01,226
Gosu,2013-11-01,208
Scilab,2013-11-01,185
Boo,2013-11-01,149
Parrot,2013-11-01,129
Pike,2013-11-01,83
MoonScript,2013-11-01,82
Logtalk,2013-11-01,79
Bro,2013-11-01,77
Ragel in Ruby Host,2013-11-01,72
Augeas,2013-11-01,65
J,2013-11-01,64
Forth,2013-11-01,57
XProc,2013-11-01,55
ooc,2013-11-01,54
Ecl,2013-11-01,50
Arc,2013-11-01,42
PogoScript,2013-11-01,32
COBOL,2013-11-01,29
Rebol,2013-11-01,28
DCPU-16 ASM,2013-11-01,21
Nu,2013-11-01,21
Max,2013-11-01,20
ABAP,2013-11-01,19
Self,2013-11-01,19
CLIPS,2013-11-01,17
wisp,2013-11-01,15
Fancy,2013-11-01,14
Mirah,2013-11-01,13
Rouge,2013-11-01,8
Monkey,2013-11-01,8
Turing,2013-11-01,8
Volt,2013-11-01,6
Opa,2013-11-01,3
Fantom,2013-11-01,2
TXL,2013-11-01,1
eC,2013-11-01,1
Ioke,2013-11-01,1
Omgrofl,2013-11-01,1
JavaScript,2013-10-01,1209950
Java,2013-10-01,684242
Ruby,2013-10-01,577152
Python,2013-10-01,554352
PHP,2013-10-01,494601
CSS,2013-10-01,405574
C++,2013-10-01,327731
C,2013-10-01,291643
Shell,2013-10-01,193555
Objective-C,2013-10-01,158689
C#,2013-10-01,134569
Perl,2013-10-01,55919
Go,2013-10-01,54938
Scala,2013-10-01,51596
VimL,2013-10-01,50831
CoffeeScript,2013-10-01,45643
Clojure,2013-10-01,25343
Haskell,2013-10-01,25172
Emacs Lisp,2013-10-01,24952
Lua,2013-10-01,21274
R,2013-10-01,21184
Puppet,2013-10-01,20577
Groovy,2013-10-01,14362
Matlab,2013-10-01,13701
Erlang,2013-10-01,13207
ActionScript,2013-10-01,10898
TypeScript,2013-10-01,9020
OCaml,2013-10-01,7940
Rust,2013-10-01,7221
Logos,2013-10-01,7017
XSLT,2013-10-01,6187
D,2013-10-01,6158
Arduino,2013-10-01,5516
Dart,2013-10-01,4904
Common Lisp,2013-10-01,4819
Visual Basic,2013-10-01,4643
Julia,2013-10-01,4555
ASP,2013-10-01,4093
Pascal,2013-10-01,3988
PowerShell,2013-10-01,3732
Scheme,2013-10-01,3672
Processing,2013-10-01,3670
Racket,2013-10-01,3597
F#,2013-10-01,3355
Assembly,2013-10-01,3350
FORTRAN,2013-10-01,3236
Elixir,2013-10-01,3049
Haxe,2013-10-01,3006
Prolog,2013-10-01,2592
VHDL,2013-10-01,2292
ColdFusion,2013-10-01,2157
Vala,2013-10-01,1809
Verilog,2013-10-01,1761
DOT,2013-10-01,1757
OpenEdge ABL,2013-10-01,1415
Standard ML,2013-10-01,1402
Lasso,2013-10-01,1119
Tcl,2013-10-01,1099
XML,2013-10-01,1053
AutoHotkey,2013-10-01,979
Ada,2013-10-01,941
Smalltalk,2013-10-01,891
Apex,2013-10-01,790
LiveScript,2013-10-01,782
Coq,2013-10-01,649
Eiffel,2013-10-01,617
M,2013-10-01,593
SuperCollider,2013-10-01,555
Slash,2013-10-01,550
Nimrod,2013-10-01,509
Nemerle,2013-10-01,506
XC,2013-10-01,495
Delphi,2013-10-01,415
Objective-J,2013-10-01,392
XQuery,2013-10-01,368
AppleScript,2013-10-01,358
Parrot,2013-10-01,354
Kotlin,2013-10-01,350
Gosu,2013-10-01,349
HaXe,2013-10-01,290
Awk,2013-10-01,286
Io,2013-10-01,263
Xtend,2013-10-01,252
Ceylon,2013-10-01,242
Scilab,2013-10-01,213
Pure Data,2013-10-01,208
Factor,2013-10-01,145
Squirrel,2013-10-01,110
Boo,2013-10-01,107
Bro,2013-10-01,102
Ecl,2013-10-01,88
Logtalk,2013-10-01,84
Fancy,2013-10-01,79
MoonScript,2013-10-01,76
Dylan,2013-10-01,76
ooc,2013-10-01,75
Augeas,2013-10-01,66
Arc,2013-10-01,63
Pike,2013-10-01,38
Forth,2013-10-01,38
XProc,2013-10-01,37
CLIPS,2013-10-01,37
Rebol,2013-10-01,33
Elm,2013-10-01,29
Monkey,2013-10-01,25
COBOL,2013-10-01,24
Ragel in Ruby Host,2013-10-01,23
Nu,2013-10-01,18
Fantom,2013-10-01,13
PogoScript,2013-10-01,13
Self,2013-10-01,12
Mirah,2013-10-01,12
Max,2013-10-01,12
DCPU-16 ASM,2013-10-01,7
ABAP,2013-10-01,6
Opa,2013-10-01,6
Volt,2013-10-01,4
Ioke,2013-10-01,3
Turing,2013-10-01,3
eC,2013-10-01,1
wisp,2013-10-01,1
JavaScript,2013-09-01,985001
Java,2013-09-01,530599
Ruby,2013-09-01,454233
Python,2013-09-01,449785
PHP,2013-09-01,394993
CSS,2013-09-01,312435
C++,2013-09-01,248797
C,2013-09-01,240271
Shell,2013-09-01,139595
Objective-C,2013-09-01,121519
C#,2013-09-01,100149
Scala,2013-09-01,71285
Perl,2013-09-01,48579
VimL,2013-09-01,45597
Go,2013-09-01,43499
CoffeeScript,2013-09-01,40294
Haskell,2013-09-01,22863
Emacs Lisp,2013-09-01,21089
Lua,2013-09-01,19623
Clojure,2013-09-01,18848
R,2013-09-01,15270
Puppet,2013-09-01,15014
Erlang,2013-09-01,12409
Matlab,2013-09-01,10294
Groovy,2013-09-01,9434
ActionScript,2013-09-01,8009
